gender,race/ethnicity,parental level of education,lunch,age,country_region,years_in_us,family_income_usd,financial_support,work_hours_per_week,scholarship_status,housing_type,study_hours_per_week,attendance_percentage,sleep_hours_per_day,screen_time_hours,campus_activity_participation,library_usage_hours,stress_level,homesickness_level,academic_pressure,social_support_score,visa_type,work_restriction_impact,prev_sem_gpa,english_proficiency_score,semester_gpa
female,group A,some college,standard,26.0,Brazil,3.0,50373.0,Family,7.0,Yes,On-campus,37.0,79.0,7.0,6.1,4.0,11.7,1.0,2.0,5.0,6.0,F1,6.0,3.61,96.9,3.18
male,group E,associate's degree,standard,23.0,Germany,4.0,53154.0,Family,0.0,No,With relatives,30.0,85.0,4.5,3.1,4.0,8.0,8.0,7.0,10.0,8.0,F1,10.0,3.46,116.1,2.37
female,group D,associate's degree,free/reduced,28.0,India,0.0,26031.0,Scholarship,4.0,No,With relatives,5.0,60.0,6.5,6.6,2.0,8.8,10.0,9.0,7.0,5.0,F1,10.0,2.93,99.3,1.67
female,group B,master's degree,standard,28.0,Brazil,1.0,113533.0,Scholarship,21.0,Yes,On-campus,6.0,90.0,7.7,5.3,2.0,3.0,8.0,9.0,3.0,10.0,F1,1.0,2.65,103.0,2.3
female,group B,high school,free/reduced,18.0,Germany,1.0,91975.0,Self-funded,5.0,Yes,Off-campus,10.0,85.0,9.0,7.3,0.0,4.3,10.0,1.0,2.0,3.0,F1,4.0,3.22,99.7,2.5
female,group C,associate's degree,standard,18.0,Brazil,1.0,42785.0,Family,28.0,No,On-campus,28.0,60.0,7.1,9.1,1.0,2.4,10.0,7.0,5.0,8.0,F1,6.0,3.75,109.3,2.49
male,group C,bachelor's degree,standard,19.0,Nigeria,3.0,98928.0,Family,20.0,Yes,Off-campus,22.0,81.0,5.9,5.3,3.0,3.7,10.0,9.0,3.0,8.0,F1,3.0,3.77,102.7,2.47
female,group B,some high school,standard,26.0,India,4.0,138696.0,Family,2.0,Yes,On-campus,31.0,60.0,5.1,4.3,2.0,3.4,2.0,6.0,5.0,4.0,Other,2.0,2.22,90.9,2.34
female,group E,some high school,free/reduced,20.0,Other,3.0,48669.0,Self-funded,14.0,Yes,On-campus,12.0,79.0,8.4,2.1,3.0,7.8,10.0,1.0,9.0,8.0,F1,2.0,2.86,85.8,2.32
female,group B,some college,standard,18.0,Other,2.0,114475.0,Family,4.0,Yes,On-campus,32.0,60.0,8.1,6.6,4.0,8.4,3.0,2.0,10.0,5.0,F1,10.0,2.93,104.2,2.59
male,group C,associate's degree,free/reduced,22.0,Nigeria,1.0,137154.0,Self-funded,27.0,No,With relatives,14.0,65.0,5.2,5.2,1.0,14.2,4.0,4.0,1.0,5.0,F1,4.0,3.96,99.6,2.66
female,group C,master's degree,free/reduced,24.0,UK,2.0,22282.0,Loan,23.0,No,Off-campus,21.0,65.0,5.0,5.0,0.0,2.9,1.0,4.0,4.0,3.0,F1,1.0,3.36,83.8,2.56
female,group B,high school,standard,23.0,India,0.0,54624.0,Self-funded,13.0,No,Off-campus,33.0,62.0,7.6,3.5,3.0,9.6,4.0,2.0,10.0,7.0,F1,10.0,2.81,95.8,2.61
female,group D,some college,free/reduced,29.0,China,0.0,68438.0,Loan,17.0,Yes,On-campus,10.0,66.0,5.6,5.4,1.0,12.3,5.0,8.0,5.0,9.0,F1,2.0,2.05,100.6,2.04
male,group D,high school,free/reduced,18.0,Germany,3.0,109900.0,Family,15.0,Yes,With relatives,18.0,74.0,5.5,9.9,0.0,8.4,3.0,2.0,2.0,9.0,F1,10.0,3.13,113.1,2.86
male,group E,some high school,standard,22.0,India,4.0,87534.0,Loan,5.0,No,With relatives,26.0,84.0,4.8,4.4,3.0,3.8,10.0,3.0,2.0,1.0,F1,2.0,2.19,83.0,2.19
female,group B,high school,standard,22.0,UK,2.0,51705.0,Self-funded,24.0,No,Off-campus,10.0,60.0,5.3,6.8,1.0,3.9,2.0,4.0,1.0,1.0,F1,4.0,3.67,93.9,2.44
female,group E,associate's degree,free/reduced,23.0,UK,4.0,58244.0,Scholarship,23.0,No,With relatives,30.0,68.0,6.1,8.2,2.0,0.6,6.0,9.0,8.0,10.0,F1,4.0,3.51,112.9,2.51
male,group D,high school,standard,20.0,Nigeria,3.0,94964.0,Loan,13.0,No,Off-campus,16.0,70.0,7.7,8.0,3.0,4.6,8.0,10.0,2.0,5.0,Other,1.0,2.92,105.9,2.19
female,group E,associate's degree,free/reduced,22.0,Brazil,0.0,57437.0,Loan,26.0,No,Off-campus,39.0,84.0,5.7,4.6,1.0,11.2,7.0,1.0,3.0,1.0,F1,7.0,2.86,91.6,2.71
male,group E,some college,standard,24.0,India,4.0,97872.0,Family,23.0,No,Off-campus,18.0,60.0,5.6,6.9,0.0,0.7,1.0,8.0,2.0,4.0,F1,7.0,3.79,113.8,2.56
female,group C,associate's degree,standard,22.0,Germany,4.0,94878.0,Self-funded,7.0,No,With relatives,26.0,60.0,5.4,9.0,1.0,3.3,4.0,5.0,4.0,1.0,Other,10.0,2.58,99.7,2.23
male,group C,some high school,standard,22.0,India,0.0,139006.0,Loan,28.0,No,Off-campus,27.0,73.0,6.4,2.1,2.0,10.6,3.0,7.0,1.0,2.0,J1,10.0,2.5,99.9,2.47
male,group C,some high school,standard,22.0,South Korea,2.0,125368.0,Loan,6.0,No,Off-campus,11.0,80.0,4.9,5.5,3.0,11.7,6.0,8.0,3.0,2.0,F1,10.0,3.88,119.1,2.24
female,group E,associate's degree,standard,27.0,Brazil,0.0,92982.0,Loan,7.0,Yes,On-campus,29.0,94.0,6.4,3.8,3.0,6.8,9.0,5.0,5.0,4.0,F1,1.0,3.62,117.9,2.61
female,group B,some college,standard,27.0,Germany,4.0,70583.0,Loan,12.0,No,Off-campus,17.0,85.0,7.5,5.1,3.0,10.5,9.0,8.0,10.0,8.0,F1,8.0,3.64,94.3,2.27
female,group C,some college,standard,20.0,Other,2.0,58392.0,Scholarship,5.0,No,Off-campus,25.0,76.0,4.1,5.3,2.0,5.8,7.0,10.0,1.0,2.0,F1,10.0,2.39,85.6,2.05
male,group A,some college,free/reduced,18.0,Germany,2.0,27461.0,Self-funded,17.0,No,On-campus,14.0,81.0,4.0,8.0,0.0,2.4,9.0,8.0,4.0,9.0,F1,7.0,2.29,93.0,2.05
female,group D,some college,free/reduced,22.0,China,0.0,120123.0,Family,1.0,No,On-campus,13.0,74.0,4.4,2.8,3.0,6.0,8.0,9.0,6.0,9.0,F1,7.0,2.05,81.2,1.88
female,group E,high school,free/reduced,26.0,Nigeria,4.0,30516.0,Family,7.0,No,With relatives,19.0,60.0,6.7,6.1,0.0,8.7,5.0,2.0,4.0,2.0,F1,6.0,2.47,80.8,2.28
male,group C,high school,standard,18.0,China,3.0,99285.0,Scholarship,10.0,Yes,Off-campus,6.0,75.0,8.3,6.5,1.0,14.2,9.0,3.0,7.0,1.0,F1,4.0,3.55,95.8,2.1
male,group B,bachelor's degree,standard,20.0,Germany,4.0,37514.0,Self-funded,0.0,No,With relatives,29.0,60.0,4.0,6.0,0.0,1.0,7.0,1.0,7.0,10.0,F1,8.0,2.48,117.6,2.47
male,group A,some high school,standard,21.0,Brazil,1.0,148657.0,Loan,21.0,No,With relatives,17.0,60.0,8.7,7.9,0.0,7.6,5.0,4.0,6.0,10.0,F1,2.0,3.46,114.9,2.69
male,group A,high school,free/reduced,18.0,India,3.0,141251.0,Scholarship,28.0,No,On-campus,38.0,60.0,4.5,5.1,3.0,4.9,8.0,5.0,9.0,9.0,F1,7.0,2.5,100.5,2.31
female,group C,master's degree,standard,18.0,Other,2.0,120962.0,Self-funded,5.0,No,With relatives,38.0,64.0,8.2,9.6,4.0,7.6,7.0,1.0,2.0,2.0,F1,3.0,2.79,102.6,2.76
male,group E,some high school,standard,25.0,India,3.0,56268.0,Loan,15.0,No,Off-campus,39.0,84.0,6.4,5.9,4.0,0.4,9.0,8.0,10.0,8.0,F1,3.0,3.97,80.2,2.61
female,group C,high school,standard,19.0,Brazil,2.0,110486.0,Scholarship,26.0,No,On-campus,7.0,80.0,7.3,6.6,2.0,4.7,10.0,2.0,8.0,3.0,F1,7.0,2.49,88.6,1.93
male,group B,some high school,standard,29.0,Germany,2.0,120424.0,Self-funded,19.0,No,Off-campus,10.0,86.0,6.6,8.6,2.0,12.3,1.0,1.0,8.0,1.0,Other,3.0,2.75,81.0,2.35
female,group A,bachelor's degree,standard,25.0,UK,3.0,56788.0,Family,11.0,No,Off-campus,23.0,60.0,6.4,4.2,4.0,8.3,9.0,2.0,10.0,1.0,F1,5.0,2.6,110.2,1.91
male,group D,bachelor's degree,free/reduced,24.0,India,2.0,95749.0,Family,10.0,No,On-campus,7.0,70.0,8.2,2.6,1.0,6.8,7.0,5.0,4.0,10.0,F1,8.0,2.22,85.8,2.29
female,group B,high school,free/reduced,27.0,UK,2.0,81049.0,Self-funded,28.0,No,Off-campus,22.0,72.0,7.8,7.7,3.0,4.3,1.0,9.0,6.0,2.0,J1,4.0,2.98,114.8,2.34
female,group C,some high school,standard,27.0,India,1.0,82493.0,Family,26.0,Yes,On-campus,13.0,91.0,6.4,5.9,3.0,4.5,1.0,9.0,6.0,7.0,F1,7.0,2.76,105.7,2.42
female,group A,some high school,standard,19.0,India,4.0,56027.0,Self-funded,28.0,No,Off-campus,16.0,90.0,4.6,9.2,1.0,5.7,5.0,2.0,5.0,6.0,J1,7.0,3.39,89.2,2.62
female,group D,bachelor's degree,free/reduced,23.0,Other,4.0,113547.0,Loan,9.0,Yes,On-campus,9.0,90.0,4.6,9.9,1.0,12.5,8.0,2.0,1.0,2.0,F1,2.0,3.64,86.3,2.45
male,group E,some college,free/reduced,23.0,Nigeria,1.0,62849.0,Self-funded,2.0,No,With relatives,7.0,60.0,8.0,5.2,4.0,14.5,9.0,3.0,3.0,4.0,F1,8.0,3.09,105.1,2.2
female,group B,high school,free/reduced,20.0,Nigeria,3.0,120127.0,Loan,12.0,No,Off-campus,15.0,87.0,6.6,5.3,2.0,6.6,6.0,7.0,7.0,2.0,F1,10.0,2.06,116.0,1.93
female,group C,some high school,free/reduced,28.0,South Korea,0.0,37858.0,Scholarship,26.0,No,On-campus,34.0,60.0,6.4,5.3,1.0,5.9,10.0,3.0,8.0,1.0,F1,10.0,3.24,108.7,2.2
male,group C,high school,standard,19.0,China,0.0,104162.0,Self-funded,2.0,No,Off-campus,8.0,67.0,7.4,4.6,2.0,12.7,8.0,1.0,2.0,3.0,F1,9.0,2.11,93.9,2.15
female,group C,associate's degree,free/reduced,29.0,Brazil,0.0,99003.0,Scholarship,14.0,Yes,Off-campus,9.0,68.0,8.3,8.3,0.0,6.4,6.0,6.0,3.0,4.0,J1,6.0,3.23,103.5,2.32
female,group C,some high school,standard,18.0,Brazil,1.0,72395.0,Family,15.0,Yes,Off-campus,5.0,69.0,7.1,8.1,3.0,8.3,6.0,3.0,4.0,10.0,F1,5.0,3.37,92.4,2.56
female,group D,some high school,free/reduced,23.0,Brazil,1.0,59758.0,Loan,28.0,No,On-campus,31.0,86.0,7.8,5.8,4.0,3.5,4.0,1.0,5.0,5.0,F1,1.0,2.4,120.0,2.81
male,group B,some high school,standard,29.0,South Korea,2.0,74312.0,Self-funded,12.0,No,With relatives,32.0,60.0,7.8,2.4,3.0,11.2,5.0,4.0,3.0,5.0,F1,1.0,3.64,110.0,2.83
female,group A,some college,free/reduced,22.0,Nigeria,0.0,88670.0,Scholarship,16.0,No,With relatives,33.0,60.0,5.8,4.5,4.0,8.0,2.0,1.0,5.0,7.0,F1,9.0,3.82,104.6,3.04
female,group C,bachelor's degree,free/reduced,28.0,Germany,3.0,136758.0,Loan,2.0,Yes,With relatives,22.0,86.0,5.4,4.3,0.0,12.1,3.0,1.0,8.0,10.0,F1,4.0,3.63,96.9,2.93
male,group A,bachelor's degree,standard,26.0,UK,3.0,102279.0,Loan,19.0,Yes,On-campus,16.0,60.0,8.0,8.5,3.0,11.7,3.0,2.0,8.0,8.0,F1,1.0,2.61,104.7,2.48
female,group B,high school,standard,18.0,Other,0.0,35434.0,Family,10.0,Yes,With relatives,17.0,82.0,5.9,2.7,0.0,3.2,5.0,10.0,2.0,9.0,F1,10.0,3.17,93.7,2.52
male,group B,some college,standard,24.0,UK,0.0,84047.0,Family,26.0,Yes,On-campus,6.0,60.0,8.5,8.4,4.0,10.7,5.0,8.0,6.0,7.0,F1,3.0,3.83,81.2,2.31
female,group C,high school,standard,22.0,Germany,0.0,67775.0,Loan,20.0,No,Off-campus,20.0,64.0,4.3,7.4,1.0,12.0,6.0,2.0,4.0,5.0,F1,6.0,2.64,95.8,2.32
male,group E,high school,standard,22.0,Other,1.0,95769.0,Loan,18.0,No,Off-campus,28.0,64.0,4.3,7.9,3.0,5.2,5.0,2.0,9.0,9.0,J1,8.0,3.64,117.2,2.64
female,group A,high school,standard,19.0,South Korea,1.0,134682.0,Self-funded,21.0,No,With relatives,39.0,82.0,8.6,5.5,0.0,2.6,6.0,10.0,10.0,8.0,F1,10.0,2.02,105.1,2.34
male,group B,associate's degree,free/reduced,28.0,Germany,1.0,86677.0,Loan,10.0,No,On-campus,26.0,60.0,7.2,7.4,3.0,0.0,8.0,10.0,2.0,10.0,F1,2.0,2.01,83.4,2.27
female,group C,associate's degree,standard,20.0,Brazil,4.0,103555.0,Self-funded,29.0,Yes,Off-campus,15.0,77.0,5.9,6.9,3.0,6.8,2.0,8.0,8.0,9.0,F1,8.0,3.52,115.4,2.49
female,group D,high school,free/reduced,24.0,China,3.0,148379.0,Loan,27.0,No,On-campus,33.0,60.0,7.8,8.2,3.0,5.3,4.0,6.0,1.0,10.0,F1,1.0,3.52,90.8,3.07
male,group C,some high school,standard,23.0,India,3.0,105920.0,Family,15.0,Yes,On-campus,39.0,60.0,7.4,5.6,2.0,8.3,6.0,4.0,6.0,8.0,F1,2.0,3.58,89.8,2.87
female,group B,high school,free/reduced,29.0,UK,2.0,128439.0,Self-funded,20.0,Yes,Off-campus,19.0,60.0,6.7,5.8,0.0,2.8,5.0,3.0,10.0,6.0,Other,8.0,3.86,91.9,2.43
male,group B,some college,free/reduced,19.0,Nigeria,1.0,65734.0,Scholarship,2.0,No,On-campus,35.0,77.0,4.5,7.1,0.0,12.9,1.0,1.0,1.0,4.0,F1,7.0,2.24,103.1,2.88
female,group D,some high school,free/reduced,23.0,Nigeria,4.0,121665.0,Family,21.0,Yes,Off-campus,20.0,65.0,8.1,2.9,3.0,3.9,9.0,3.0,2.0,9.0,F1,5.0,2.46,101.8,2.54
male,group E,master's degree,standard,19.0,South Korea,4.0,108503.0,Self-funded,5.0,Yes,Off-campus,14.0,85.0,8.3,5.5,1.0,3.4,3.0,9.0,3.0,9.0,F1,10.0,3.81,99.7,2.81
male,group C,master's degree,standard,19.0,Other,3.0,60603.0,Self-funded,13.0,No,Off-campus,36.0,85.0,4.9,9.8,3.0,7.2,2.0,5.0,9.0,10.0,F1,2.0,2.35,108.7,2.7
male,group D,high school,standard,19.0,Nigeria,1.0,96708.0,Scholarship,23.0,No,On-campus,6.0,60.0,8.3,2.3,2.0,7.5,9.0,6.0,5.0,10.0,F1,9.0,3.36,92.7,2.29
female,group C,high school,standard,28.0,Brazil,2.0,101926.0,Self-funded,17.0,No,Off-campus,28.0,72.0,8.4,4.5,4.0,3.2,7.0,5.0,10.0,9.0,J1,5.0,3.06,111.3,2.52
male,group D,associate's degree,standard,20.0,UK,1.0,88803.0,Loan,16.0,Yes,On-campus,27.0,75.0,6.7,4.5,2.0,4.1,5.0,1.0,10.0,10.0,F1,8.0,2.17,87.0,2.55
male,group C,master's degree,standard,19.0,Germany,0.0,59332.0,Scholarship,3.0,Yes,Off-campus,6.0,67.0,7.3,7.1,1.0,2.5,6.0,10.0,2.0,3.0,F1,4.0,2.57,111.3,1.93
female,group A,high school,standard,21.0,Brazil,1.0,111703.0,Family,22.0,No,Off-campus,35.0,68.0,5.9,2.8,3.0,10.8,4.0,1.0,10.0,3.0,F1,9.0,3.04,106.6,2.52
female,group E,some college,standard,26.0,South Korea,0.0,41312.0,Family,14.0,Yes,With relatives,30.0,85.0,5.4,7.0,0.0,11.6,1.0,4.0,5.0,6.0,F1,10.0,3.7,107.3,2.98
male,group E,some high school,standard,23.0,Brazil,0.0,113376.0,Loan,10.0,No,With relatives,33.0,67.0,7.6,2.8,3.0,6.9,4.0,3.0,5.0,6.0,F1,7.0,3.42,99.3,2.88
male,group C,some high school,standard,18.0,Germany,2.0,104526.0,Family,25.0,Yes,With relatives,7.0,64.0,8.3,2.8,1.0,10.7,9.0,8.0,1.0,6.0,J1,2.0,3.24,106.7,2.23
female,group B,bachelor's degree,standard,25.0,China,3.0,64179.0,Self-funded,2.0,No,On-campus,18.0,97.0,7.3,7.8,0.0,11.0,1.0,7.0,3.0,5.0,F1,3.0,2.99,83.2,2.73
male,group B,some college,free/reduced,29.0,South Korea,1.0,91442.0,Self-funded,2.0,Yes,On-campus,29.0,68.0,6.6,4.6,2.0,2.1,10.0,7.0,5.0,5.0,J1,2.0,2.6,114.1,2.18
female,group C,bachelor's degree,standard,24.0,China,0.0,134332.0,Loan,15.0,No,Off-campus,5.0,79.0,4.8,9.8,4.0,14.5,3.0,8.0,9.0,2.0,F1,5.0,2.24,82.2,1.69
male,group B,high school,standard,27.0,India,1.0,137961.0,Family,4.0,No,Off-campus,7.0,60.0,4.3,2.3,4.0,12.3,5.0,10.0,10.0,7.0,F1,2.0,2.82,85.9,1.7
male,group C,associate's degree,free/reduced,20.0,China,3.0,60379.0,Family,20.0,No,Off-campus,30.0,73.0,6.2,5.6,3.0,3.1,7.0,7.0,1.0,4.0,F1,5.0,2.06,103.1,2.34
female,group C,associate's degree,standard,18.0,India,3.0,37297.0,Loan,28.0,Yes,Off-campus,22.0,62.0,4.2,2.9,2.0,2.8,9.0,10.0,8.0,3.0,F1,9.0,2.42,109.6,1.61
female,group E,master's degree,free/reduced,22.0,India,4.0,22011.0,Scholarship,9.0,No,On-campus,13.0,86.0,6.8,4.8,1.0,1.9,6.0,2.0,1.0,8.0,Other,2.0,2.86,83.1,2.75
male,group D,bachelor's degree,free/reduced,21.0,China,3.0,136130.0,Family,18.0,No,Off-campus,27.0,60.0,5.9,10.0,4.0,2.1,3.0,4.0,9.0,4.0,F1,9.0,2.84,116.8,2.32
female,group C,some college,standard,27.0,South Korea,2.0,140234.0,Scholarship,24.0,No,Off-campus,25.0,71.0,7.8,9.1,2.0,11.2,7.0,6.0,6.0,4.0,F1,7.0,2.09,118.9,2.17
male,group C,associate's degree,standard,25.0,Other,0.0,64014.0,Family,3.0,No,With relatives,5.0,93.0,5.5,2.4,3.0,7.0,4.0,3.0,1.0,8.0,J1,7.0,3.18,104.2,2.71
male,group D,some college,standard,18.0,Germany,4.0,132094.0,Family,28.0,Yes,Off-campus,25.0,82.0,7.0,6.5,0.0,11.7,3.0,3.0,8.0,1.0,F1,5.0,3.1,99.2,2.48
male,group C,high school,free/reduced,27.0,Brazil,2.0,31738.0,Family,28.0,Yes,Off-campus,31.0,60.0,6.7,7.2,3.0,11.2,7.0,6.0,5.0,9.0,J1,8.0,2.16,109.7,2.39
male,group B,associate's degree,standard,18.0,Brazil,1.0,114333.0,Family,18.0,No,Off-campus,10.0,60.0,4.0,3.7,3.0,9.1,7.0,1.0,7.0,7.0,F1,7.0,3.89,93.1,2.35
male,group E,associate's degree,free/reduced,29.0,Germany,0.0,67498.0,Self-funded,10.0,Yes,On-campus,32.0,74.0,4.4,3.2,2.0,10.3,4.0,1.0,7.0,2.0,F1,6.0,2.2,99.7,2.36
male,group C,associate's degree,free/reduced,21.0,UK,3.0,147792.0,Scholarship,1.0,No,With relatives,21.0,60.0,5.5,9.2,4.0,0.3,7.0,5.0,7.0,6.0,J1,2.0,3.71,116.6,2.34
male,group B,high school,standard,25.0,UK,0.0,31120.0,Scholarship,9.0,No,Off-campus,7.0,60.0,8.4,9.8,2.0,4.7,2.0,1.0,6.0,8.0,F1,6.0,2.0,118.2,2.4
female,group C,some college,standard,22.0,India,1.0,136517.0,Family,28.0,No,Off-campus,16.0,72.0,4.7,9.9,0.0,9.6,1.0,10.0,8.0,5.0,J1,2.0,3.76,117.1,2.27
male,group B,associate's degree,standard,19.0,India,4.0,28767.0,Family,10.0,No,With relatives,16.0,84.0,7.6,8.3,2.0,0.1,2.0,8.0,9.0,6.0,F1,1.0,2.04,90.5,2.17
male,group E,associate's degree,free/reduced,23.0,South Korea,4.0,42852.0,Scholarship,24.0,No,Off-campus,6.0,90.0,8.9,7.3,1.0,0.5,4.0,2.0,2.0,10.0,J1,9.0,3.52,89.3,3.01
female,group C,bachelor's degree,free/reduced,22.0,Nigeria,4.0,99239.0,Self-funded,19.0,Yes,On-campus,26.0,62.0,8.0,4.8,3.0,12.8,8.0,6.0,7.0,8.0,F1,5.0,2.72,91.9,2.34
male,group C,some college,free/reduced,19.0,China,3.0,20929.0,Loan,15.0,Yes,Off-campus,27.0,64.0,5.2,3.4,4.0,10.3,3.0,10.0,2.0,6.0,F1,10.0,3.48,97.7,2.56
male,group D,some college,standard,28.0,India,2.0,97487.0,Loan,18.0,No,On-campus,34.0,82.0,8.5,2.6,0.0,4.0,10.0,10.0,6.0,9.0,J1,10.0,2.8,92.6,2.46
male,group C,some high school,standard,28.0,Brazil,2.0,138387.0,Scholarship,22.0,Yes,On-campus,9.0,61.0,4.5,7.5,3.0,10.3,6.0,5.0,2.0,9.0,F1,4.0,2.14,95.0,2.17
female,group D,some high school,standard,28.0,South Korea,0.0,111575.0,Family,23.0,Yes,Off-campus,13.0,72.0,6.3,8.3,2.0,11.9,6.0,10.0,10.0,9.0,F1,8.0,3.54,104.8,2.14
female,group D,associate's degree,standard,20.0,China,3.0,146155.0,Family,10.0,No,With relatives,25.0,76.0,8.4,8.6,1.0,4.6,9.0,4.0,6.0,6.0,J1,5.0,2.14,110.5,2.31
male,group C,bachelor's degree,standard,26.0,South Korea,4.0,134149.0,Self-funded,13.0,No,On-campus,15.0,64.0,7.2,9.3,2.0,0.5,9.0,1.0,2.0,9.0,F1,7.0,3.84,109.4,2.78
female,group E,bachelor's degree,standard,24.0,China,4.0,115040.0,Loan,1.0,No,With relatives,9.0,70.0,6.1,9.0,3.0,14.0,4.0,3.0,1.0,3.0,J1,3.0,2.1,112.6,2.25
female,group B,high school,free/reduced,24.0,China,1.0,37438.0,Self-funded,22.0,Yes,Off-campus,39.0,73.0,5.5,10.0,0.0,5.2,9.0,4.0,7.0,5.0,F1,8.0,2.96,81.3,2.46
male,group D,bachelor's degree,free/reduced,28.0,Germany,1.0,68515.0,Loan,27.0,Yes,On-campus,31.0,60.0,5.9,4.0,4.0,1.6,6.0,2.0,3.0,2.0,F1,8.0,3.45,81.9,2.62
female,group E,associate's degree,standard,23.0,India,4.0,25744.0,Scholarship,4.0,Yes,Off-campus,6.0,60.0,6.5,8.1,3.0,7.4,2.0,2.0,4.0,8.0,F1,3.0,2.79,111.6,2.5
female,group C,associate's degree,standard,25.0,Other,4.0,103820.0,Loan,26.0,No,With relatives,28.0,76.0,5.6,6.7,0.0,11.5,10.0,2.0,6.0,4.0,F1,9.0,2.43,101.3,2.25
female,group E,associate's degree,standard,21.0,South Korea,3.0,62417.0,Self-funded,4.0,No,Off-campus,35.0,100.0,8.8,4.1,3.0,3.3,6.0,1.0,5.0,6.0,F1,8.0,3.52,103.1,3.18
male,group C,high school,free/reduced,25.0,Other,2.0,125284.0,Self-funded,18.0,No,Off-campus,37.0,72.0,8.7,9.9,1.0,4.0,2.0,10.0,4.0,6.0,F1,1.0,3.57,82.1,2.89
female,group D,some college,free/reduced,21.0,South Korea,1.0,27069.0,Self-funded,20.0,No,On-campus,34.0,65.0,8.4,9.2,2.0,3.6,8.0,2.0,9.0,5.0,F1,8.0,3.85,90.2,2.68
male,group D,high school,free/reduced,25.0,Germany,2.0,62359.0,Scholarship,11.0,No,Off-campus,32.0,60.0,6.1,3.0,4.0,14.9,4.0,6.0,6.0,1.0,F1,4.0,2.75,105.5,2.26
female,group E,some college,standard,26.0,Brazil,3.0,39799.0,Loan,17.0,No,Off-campus,35.0,85.0,7.5,2.2,0.0,3.0,5.0,3.0,6.0,7.0,F1,6.0,3.01,114.4,2.89
female,group E,associate's degree,standard,20.0,Other,4.0,118746.0,Loan,3.0,No,Off-campus,15.0,92.0,8.5,7.5,4.0,8.6,8.0,10.0,2.0,10.0,J1,10.0,2.73,116.7,2.5
female,group A,master's degree,free/reduced,20.0,Brazil,2.0,113762.0,Self-funded,21.0,No,On-campus,27.0,67.0,8.3,6.8,4.0,13.9,8.0,5.0,6.0,8.0,F1,9.0,2.51,100.0,2.44
male,group D,some high school,standard,28.0,UK,4.0,140906.0,Loan,16.0,No,With relatives,6.0,74.0,6.1,9.5,4.0,2.2,6.0,1.0,7.0,1.0,F1,5.0,3.5,101.8,2.19
female,group E,associate's degree,standard,19.0,India,4.0,90188.0,Family,9.0,No,With relatives,31.0,62.0,4.6,3.9,0.0,14.6,4.0,8.0,8.0,10.0,J1,7.0,2.68,113.3,2.38
female,group E,some high school,free/reduced,27.0,India,0.0,109859.0,Family,19.0,No,Off-campus,39.0,60.0,4.4,2.7,0.0,14.2,1.0,4.0,8.0,7.0,F1,1.0,2.86,101.5,2.67
male,group B,high school,free/reduced,20.0,Nigeria,2.0,142521.0,Family,5.0,No,On-campus,6.0,60.0,6.9,4.1,4.0,13.3,7.0,9.0,9.0,4.0,Other,9.0,2.81,100.7,1.68
female,group B,some high school,free/reduced,20.0,Germany,2.0,127674.0,Loan,24.0,No,Off-campus,25.0,78.0,7.2,2.2,2.0,3.2,8.0,4.0,10.0,6.0,F1,6.0,3.43,116.2,2.41
male,group D,associate's degree,standard,22.0,Brazil,4.0,27597.0,Scholarship,13.0,No,With relatives,9.0,60.0,8.2,2.3,3.0,9.5,9.0,2.0,3.0,9.0,F1,4.0,3.84,111.6,2.63
female,group D,some high school,standard,22.0,China,3.0,67093.0,Scholarship,10.0,No,On-campus,25.0,78.0,5.5,9.3,4.0,11.4,2.0,3.0,10.0,5.0,F1,6.0,3.33,116.4,2.55
male,group D,master's degree,standard,19.0,South Korea,0.0,57226.0,Scholarship,10.0,Yes,With relatives,33.0,84.0,4.8,4.8,1.0,14.8,1.0,5.0,7.0,8.0,F1,5.0,2.94,88.7,2.8
female,group C,master's degree,standard,29.0,India,4.0,92127.0,Scholarship,28.0,Yes,With relatives,24.0,78.0,5.9,5.3,4.0,2.7,4.0,10.0,7.0,5.0,F1,3.0,3.56,101.0,2.36
female,group A,high school,free/reduced,27.0,Other,1.0,134650.0,Family,17.0,No,On-campus,24.0,60.0,5.8,2.1,0.0,11.5,5.0,6.0,1.0,2.0,J1,7.0,3.28,113.7,2.43
female,group D,bachelor's degree,free/reduced,23.0,South Korea,1.0,111369.0,Family,26.0,No,On-campus,29.0,100.0,4.7,4.2,3.0,5.1,10.0,7.0,8.0,4.0,F1,3.0,2.12,84.4,2.03
female,group D,some high school,free/reduced,22.0,South Korea,0.0,97362.0,Self-funded,22.0,Yes,Off-campus,6.0,84.0,7.4,8.4,1.0,2.6,1.0,4.0,4.0,2.0,F1,2.0,2.19,111.8,2.28
male,group D,some college,standard,23.0,Nigeria,3.0,46417.0,Loan,21.0,No,Off-campus,36.0,77.0,6.5,6.9,3.0,6.3,5.0,7.0,5.0,7.0,F1,4.0,2.08,87.3,2.51
male,group B,high school,standard,18.0,Brazil,4.0,38693.0,Loan,17.0,Yes,With relatives,30.0,60.0,7.6,8.0,3.0,11.9,6.0,10.0,6.0,7.0,F1,7.0,2.91,112.3,2.33
female,group D,some college,standard,22.0,India,2.0,99674.0,Scholarship,23.0,Yes,On-campus,10.0,84.0,5.8,5.6,1.0,7.0,3.0,3.0,3.0,3.0,F1,5.0,3.65,104.5,2.6
